Original HS Code,Original HS Classification,Description in Original Classification,Consolidated HS code
291734,1996,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives :-- Other esters of orthophthalic acid",291731
291734,2002,Other esters of orthophthalic acid,291731
291734,2007,"Esters of orthophthalic acid, other than dioctyl/dinonyl/didecyl orthophthalates",291731
291817,1996,"Carboxylic acids with alcohol function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives :-- Phenylglycolic acid (mandelic acid), its salts and esters",291819
291891,2007,"2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts&esters",291890
291899,2007,Carboxylic acids with additional oxygen function&their anhydrides/halides/peroxides/peroxyacids;their halogenated/sulphonated/nitrated/nitrosated derivatives(excl. 2918.11-2918.91),291890
291910,2007,"Tris(2,3-dibromopropyl) phosphate",291900
291990,2007,"Phosphoric esters&their salts, including lactophosphates; their halogenated, sulphonated, nitrated/nitrosated derivatives(excl. of 2919.10)",291900
292011,2007,Parathion (ISO)&parathion-methyl (ISO) (methyl-parathion),292010
292019,2007,"Thiophosphoric esters (phosphorothioates)&their salts; their halogenated, sulphonated, nitrated/nitrosated derivatives (excl. of 2920.11)",292010
292119,1996,Acyclic monoamines and their derivatives; salts thereof :-- Other,292112
292119,2002,Other,292112
292119,2007,Acyclic monoamines & their derivatives (excl. of 2921.11); salts thereof,292112
292149,1996,Aromatic monoamines and their derivatives; salts thereof :-- Other,292146
292149,2002,Other,292146
292149,2007,Aromatic monoamines & their derivatives (excl. of 2921.41-2921.46); salts thereof,292146
292219,1996,"Amino-alcohols, their ethers and esters, other than those containing more than one kind of oxygen function; salts thereof :- Other",292214
292219,2002,Other,292214
292219,2007,"Amino-alcohols other than those containing > one kind of oxygen function (excl. of 2922.11-2922.14), their ethers & esters; salts thereof",292214
292229,1996,"Amino-naphthols and other amino-phenols, their ethers and esters, other than those containing more than one kind of oxygen function; salts thereof :-- Other",292222
292229,2002,Other,292222
292229,2007,"Amino-naphthols&other amino-phenols, other than those containing more than one kind of oxygen function(excl. of 2922.21), their ethers&esters; salts thereof",292222
292231,2002,"Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof",292230
292231,2007,"Amfepramone (INN), methadone (INN) & normethadone (INN); salts thereof",292230
292239,2002,Other,292230
292239,2007,"Amino-aldehydes, amino-ketones & amino-quinones, other than those containing > one kind of oxygen function (excl. of 2922.31); salts thereof",292230
292249,1996,"Amino-acids and their esters, other than those containing more than one kind of oxygen function; salts thereof :-- Other",292244
292249,2002,Other,292244
292249,2007,"Amino-acids, other than those containing > one kind of oxygen function, & their esters (excl. of 2922.41-2922.44); salts thereof",292244
292411,2002,Meprobamate (INN),292410
292411,2007,Meprobamate (INN),292410
292423,2002,2Acetamidobenzoic acid (Nacetylanthranilic acid) and its salts,292422
292423,2007,2-Acetamidobenzoic acid (N-acetylanthranilic acid) & its salts,292422
292424,2002,Ethinamate (INN),292422
292424,2007,Ethinamate (INN),292422
292429,1996,Cyclic amides (including cyclic carbamates) and their derivatives; salts thereof :-- Other,292422
292429,2002,Other,292422
292429,2007,Cyclic amides (incl. cyclic carbamates) & their derivatives (excl. of 2924.21-2924.24); salts thereof,292422
292519,1996,Imides and their derivatives; salts thereof :-- Other,292512
292519,2002,Other,292512
292519,2007,Imides & their derivatives other than saccharin & glutethimide (INN); salts thereof,292512
292521,2007,Chlordimeform (ISO),292520
292529,2007,Imines&their derivatives (excl. of 2925.21); salts thereof,292520
292690,1996,Other,292630
292690,2002,Other,292630
292690,2007,Nitrile-function comps. (excl. of 2926.10-2923.30),292630
293050,2007,Captafol (ISO)&methamidophos (ISO),293090
293299,1996,Other,293295
293299,2002,Other,293295
293299,2007,Heterocyclic compounds with oxygen hetero-atom(s) only (excl. of 2932.11-2932.95),293295
293339,1996,Compounds containing an unfused pyridine ring (whether or not hydrogenated) in the structure :-- Other,293333
293339,2002,Other,293333
293339,2007,Heterocyclic comps. containing an unfused pyridine ring (whether/not hydrogenated) in the structure (excl. of 2933.31-2933.33),293333
293341,2002,Levorphanol (INN) and its salts,293340
293341,2007,Levorphanol (INN) & its salts,293340
293349,2002,Other,293340
293349,2007,"Heterocyclic comps. containing in the structure a quinoline/isoquinoline ring-system (whether/not hydrogenated), not further fused, other than levorphanol (INN) & its salts",293340
293352,2002,Malonylurea (barbituric acid) and its salts,293351
293352,2007,Malonylurea (barbituric acid) & its salts,293351
293353,2002,"Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); sal",293351
293353,2007,"Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) & vinylbital (INN); salts",293351
293354,2002,Other derivatives of malonylurea (barbituric acid); salts thereof,293351
293354,2007,Derivatives of malonylurea (barbituric acid) (excl. of 2933.53); salts thereof,293351
293359,1996,Compounds containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure :-- Other,293355
293359,2002,Other,293355
293359,2007,Heterocyclic comps. containing a pyrimidine ring (whether/not hydrogenated)/piperazine ring in the structure (excl. of 2933.52-2933.55),293355
293379,1996,Lactams :-- Other lactams,293372
293379,2002,Other lactams,293372
293379,2007,Lactams (excl. of 2933.71 & 2933.72),293372
293690,1996,"Other, including natural concentrates",293610
293690,2002,"Other, including natural concentrates",293610
293690,2007,"Provitamins&vitamins, natural/reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins,&intermixtures of the foregoing, whether/not in any solvent,n.e.s.in Ch 29.36",293610
293791,1996,Other hormones and their derivatives; other steroids used primarily as hormones :-- Insulin and its salts,293712
293792,1996,Other hormones and their derivatives; other steroids used primarily as hormones :-- Oestrogens and progestogens,293723
293911,2002,"Concentrates of poppy straw; buprenorphine (INN), codeine, dihydrocodeine (INN), ethylmorphine, etorphine (INN), heroin, hydrocodone (INN), hydromorphone (INN), morphine, nicomorphine (INN), oxycodone (INN), oxymorphone (INN), pholcodine (INN),",293910
293911,2007,"Concentrates of poppy straw; buprenorphine (INN), codeine, dihydrocodeine (INN), ethylmorphine, etorphine (INN), heroin, hydrocodone (INN), hydromorphone (INN), morphine, nicomorphine (INN), oxycodone (INN), oxymorphone (INN), pholcodine (INN),",293910
293919,2002,Other,293910
293919,2007,Alkaloids of opium (excl. of 2939.11) & their derivatives; salts thereof,293910
293921,1996,Alkaloids of cinchona and their derivatives; salts thereof :-- Quinine and its salts,293920
293921,2002,Quinine and its salts,293920
293929,1996,Alkaloids of cinchona and their derivatives; salts thereof :-- Other,293920
293929,2002,Other,293920
293949,1996,Ephedrines and their salts :-- Other,293943
293949,2002,Other,293943
293949,2007,"Ephedrines & their salts, other than ephedrine, pseudoephedrine (INN) & cathine (INN)",293943
293951,2002,Fenetylline (INN) and its salts,293950
293951,2007,Fenetylline (INN) & its salts,293950
293959,2002,Other,293950
293959,2007,"Theophylline & aminophylline (theophylline-ethylenedia-mine) & their derivatives (excl. of 2939.51); salts thereof , n.e.s.",293950
293990,1996,Other,293970
293991,2002,"Cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters and other derivatives thereof",293970
293991,2007,"Cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters & other derivatives thereof",293970
293999,2002,Other,293970
293999,2007,"Vegetable alkaloids, natural/reproduced by synthesis, & their salts, ethers, esters & other derivatives (excl. of 2939.11-2939.91)",293970
300190,1996,Other,300110
300190,2002,Other,300110
300190,2007,"Glands&other organs for organo-therapeutic uses, dried, whether/not powdered; heparin&its salts; other human/animal substances prepared for therapeutic/prophylactic uses, n.e.s./incld.",300110
300432,1996,Containing hormones or other products of heading No 29.37 but not containing antibiotics :-- Containing adrenal cortical hormones,300110
300432,2002,"Containing corticosteroid hormones, their derivatives and  structural analogues",300110
300432,2007,"Medicaments containing corticosteroid hormones, their derivatives & structural analogues, put up in measured doses/forms/packings for RS",300110
300120,1996,Extracts of glands or other organs or of their secretions,300680
300120,2002,Extracts of glands or other organs or of their secretions,300680
300120,2007,Extracts of glands/of other organs/of their secretions,300680
300210,1996,"Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",300680
300210,2002,"Antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes",300680
300210,2007,"Antisera & other blood fractions & modified immunological products, whether/not obt. by means of biotechnological processes",300680
300220,1996,Vaccines for human medicine,300680
300220,2002,Vaccines for human medicine,300680
300220,2007,Vaccines for human medicine,300680
300230,1996,Vaccines for veterinary medicine,300680
300230,2002,Vaccines for veterinary medicine,300680
300230,2007,Vaccines for veterinary medicine,300680
300290,1996,Other,300680
300290,2002,Other,300680
300290,2007,"Human blood; animal blood prepared for therapeutic/prophylactic/diagnostic uses; toxins, cultures of micro-organisms (excl. yeasts) & similar products",300680
300310,1996,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",300680
300310,2002,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",300680
300310,2007,"Medicaments containing penicillins/derivatives thereof with a penicillanic acid structure/streptomycins/their derivatives, not put up in measured doses/forms/packagings for RS",300680
300320,1996,Containing other antibiotics,300680
300320,2002,Containing other antibiotics,300680
300320,2007,"Medicaments consisting of 2/more constituents, containing other antibiotics (excl. of 3003.10), not put up in measured doses/forms/packagings for RS",300680
300331,1996,Containing hormones or other products of heading No. 29.37 but not containing antibiotics :-- Containing insulin,300680
300331,2002,Containing insulin,300680
300331,2007,"Medicaments containing insulin, not put up in measured doses/forms/packagings for RS",300680
300339,1996,Containing hormones or other products of heading No. 29.37 but not containing antibiotics :-- Other,300680
300339,2002,Other,300680
300339,2007,"Medicaments containing hormones/other products of 29.37 but not containing antibiotics (excl. meds. containing insulin), not put up in measured doses/forms/packagings for RS",300680
300340,1996,Containing alkaloids or derivatives thereof but not containing hormones or other products of heading No. 29.37 or antibiotics,300680
300340,2002,Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,300680
300340,2007,"Medicaments containing alkaloids/derivatives thereof but not containing hormones/other products of 29.37/antibiotics, not put up in measured doses/forms/packagings for RS",300680
300390,1996,Other,300680
300390,2002,Other,300680
300390,2007,"Medicaments (excluding goods of heading 30.02, 30.05/30.06/of 3003.10-3003.40) consisting of two/more constituents which have been mixed together for therapeutic/prophylactic uses, not put up in measured doses/in forms/packings for retail sale",300680
300410,1996,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",300680
300410,2002,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",300680
300410,2007,"Medicaments containing penicillins/derivatives thereof with a penicillanic acid structure/streptomycins/their derivatives, put up in measured doses/forms/packings for RS",300680
300420,1996,Containing other antibiotics,300680
300420,2002,Containing other antibiotics,300680
300420,2007,"Medicaments containing other antibiotics (excl. of 3004.10), put up in measured doses/forms/packings for RS",300680
300431,1996,Containing hormones or other products of heading No 29.37 but not containing antibiotics :-- Containing insulin,300680
300431,2002,Containing insulin,300680
300431,2007,"Medicaments containing insulin, put up in measured doses/forms/packings for RS",300680
300439,1996,Containing hormones or other products of heading No 29.37 but not containing antibiotics :-- Other,300680
300439,2002,Other,300680
300439,2007,"Medicaments containing hormones/other products of 29.37 but not containing antibiotics, put up in measured doses/forms/packings for RS",300680
300440,1996,"Containing alkaloids or derivatives thereof but not containing hormones, other products of heading No. 29.37 or antibiotics",300680
300440,2002,"Containing alkaloids or derivatives thereof but not containing hormones, other products of heading 29.37 or antibiotics",300680
300440,2007,"Medicaments containing alkaloids/derivatives thereof but not containing hormones/other products of 29.37/antibiotics, put up in measured doses/forms/packings for RS",300680
